Year,Age,Incidence,Inc_LCI,Inc_UCI,CoB
2014,3,3.3667267739620046,2.1787680537800025,4.969952865492581,Total (LFS)
2015,3,2.770792156283233,1.715164015600376,4.2354501395876785,Total (LFS)
2016,3,0,0,0.5002535189915318,Total (LFS)
2000,4,3.4822925424217854,2.15559396868195,5.323054059265865,Total (LFS)
2001,4,4.3531999906717145,2.892669779597101,6.291586032954998,Total (LFS)
2002,4,4.748495913919266,3.203790252829062,6.77877317777382,Total (LFS)
2003,4,2.7587908057616537,1.6070973089792617,4.417091328293933,Total (LFS)
2004,4,3.3029953213071273,2.017555351662306,5.101208384765033,Total (LFS)
2005,4,4.03864456064815,2.560154212489716,6.0599497969848946,Total (LFS)
2006,4,3.1013254720475816,1.8380420264749,4.901431307799315,Total (LFS)
2007,4,4.581354215582167,3.044276605127768,6.621332412143238,Total (LFS)
2008,4,6.067496104028817,4.293721362248063,8.328112452938521,Total (LFS)
2009,4,4.166039090265248,2.7213950487580942,6.10421251976866,Total (LFS)
2010,4,2.040556852268393,1.0865105835841604,3.489414363033723,Total (LFS)
2011,4,2.9760974731444403,1.817877653437013,4.596341171284022,Total (LFS)
2012,4,3.7935840658228983,2.4999958034199548,5.519465644903964,Total (LFS)
2013,4,3.163865207837182,1.9827774813662162,4.7901299467212635,Total (LFS)
2014,4,2.1966978140110878,1.255602602763106,3.567299626501093,Total (LFS)
2015,4,1.8504416150085048,0.985282226651171,3.1643115173135685,Total (LFS)
2016,4,0,0,0.4933952499443505,Total (LFS)
2000,5,3.533259751796915,2.187143474586808,5.400962852811699,Total (LFS)
2001,5,3.846059711825235,2.41030514501911,5.8229806240975295,Total (LFS)
2002,5,2.585277812337915,1.4777096464214947,4.1983291991877305,Total (LFS)
2003,5,2.681227308142414,1.561913713311708,4.2929046549113155,Total (LFS)
2004,5,5.674828962324143,3.9299840244505466,7.930004672587923,Total (LFS)
2005,5,2.6966216387032618,1.541352263669179,4.379144597497358,Total (LFS)
2006,5,3.5860778213040345,2.219838692085046,5.4817008826777736,Total (LFS)
2007,5,4.81473456923866,3.145144472702555,7.054701696291177,Total (LFS)
2008,5,3.539136956173687,2.1907815567275093,5.409946784010414,Total (LFS)
2009,5,4.100033996115218,2.6269691446280947,6.100525589124182,Total (LFS)
2010,5,3.841015364061456,2.4348742546834807,5.763408967072985,Total (LFS)
2011,5,2.662164997854608,1.5508092151009414,4.262384049545491,Total (LFS)
2012,5,4.20268972142171,2.792656798729817,6.074056787834443,Total (LFS)
2013,5,2.392451814525173,1.367492927858834,3.885191859317995,Total (LFS)
2014,5,2.323831766199286,1.328270641238359,3.7737571998932418,Total (LFS)
2015,5,1.81848956256933,0.9682691044223993,3.1096725345350578,Total (LFS)
2016,5,0,0,0.5333494477092168,Total (LFS)
2000,6,3.784551775033627,2.4248337327643568,5.6311130514609475,Total (LFS)
2001,6,4.571709630227514,3.0617456895947783,6.565737627785053,Total (LFS)
2002,6,3.7729349332764657,2.391717101573098,5.66125489371528,Total (LFS)
2003,6,3.8893921690329836,2.492006951427401,5.787107247356137,Total (LFS)
2004,6,3.5263121659448924,2.1828428094424877,5.390342729826285,Total (LFS)
2005,6,2.9735355337496285,1.7623056101363739,4.699468111726961,Total (LFS)
2006,6,3.16407739666373,1.9049812843767406,4.941098796082806,Total (LFS)
2007,6,4.213954256683754,2.727049009607702,6.2206277607772495,Total (LFS)
2008,6,3.6115098819939147,2.206004060312928,5.577684101713588,Total (LFS)
2009,6,3.2438929447035765,1.9530354582027356,5.065740661273655,Total (LFS)
2010,6,3.219618661587577,1.9384207540629443,5.027833361279443,Total (LFS)
2011,6,2.3775370301392442,1.3306894275339893,3.921385766713822,Total (LFS)
2012,6,3.303845203839383,2.0451322535647996,5.050278346589628,Total (LFS)
2013,6,1.9726619403709817,1.0503594024661012,3.373311995933111,Total (LFS)
2014,6,2.6779896034492507,1.5871463611179009,4.2323781243253675,Total (LFS)
2015,6,1.1757236579114445,0.5075940250823745,2.3166443112894917,Total (LFS)
2016,6,0,0,0.536220323271027,Total (LFS)
2000,7,1.276364912728549,0.5510437756068322,2.5149477041694555,Total (LFS)
2001,7,3.327565553041395,2.0598155235807436,5.086537420050228,Total (LFS)
2002,7,3.688054711489894,2.3379103220705515,5.533892885234638,Total (LFS)
2003,7,2.5020767236806547,1.4003933486098987,4.126795051807306,Total (LFS)
2004,7,3.193434299081089,1.9506326329712427,4.932000271868973,Total (LFS)
2005,7,3.337505214851898,2.0386348911813013,5.15450611642463,Total (LFS)
2006,7,3.779773936650989,2.39605244305601,5.67151675669645,Total (LFS)
2007,7,2.6966034594051633,1.5413418726295631,4.379115075456181,Total (LFS)
2008,7,3.4143124383402124,2.055639125930038,5.33187181082294,Total (LFS)
2009,7,4.116627808195083,2.5798687305123726,6.232623973579715,Total (LFS)
2010,7,3.3168540965635738,2.0260206516298105,5.1226121391345,Total (LFS)
2011,7,2.195563947488866,1.1690453334983617,3.7544812166394825,Total (LFS)
2012,7,1.7701393582440217,0.8836471898614205,3.1672682748064034,Total (LFS)
2013,7,1.795997537850648,0.8965554999545841,3.213535700888358,Total (LFS)
2014,7,1.5055955458461372,0.7219915861497908,2.768843814338656,Total (LFS)
2015,7,1.1817973660691203,0.5102162211657697,2.328611937659201,Total (LFS)
2016,7,0,0,0.528383750933036,Total (LFS)
2000,8,2.118134407731796,1.1580037909008878,3.553869623053106,Total (LFS)
2001,8,2.255834151073213,1.2332855219437233,3.78490639445767,Total (LFS)
2002,8,3.9097881546451543,2.5050750442598546,5.817454857219945,Total (LFS)
2003,8,2.6525682663311168,1.516171954999432,4.307604680715489,Total (LFS)
2004,8,2.7067348339258963,1.5767727870623311,4.3337446746435635,Total (LFS)
2005,8,4.874743466625069,3.28896894649009,6.95899940931233,Total (LFS)
2006,8,4.338515255955046,2.80765832072202,6.4045043675885776,Total (LFS)
2007,8,4.279645184493858,2.7956063212986977,6.270671769834924,Total (LFS)
2008,8,2.4594034470998714,1.376509439646783,4.056411971635838,Total (LFS)
2009,8,3.5000350003500036,2.1665768297809955,5.3501752909101405,Total (LFS)
2010,8,2.021913870145339,1.0093321190644127,3.617762423889088,Total (LFS)
2011,8,3.58300295060293,2.188591286030041,5.533657458231072,Total (LFS)
2012,8,3.2588765794831422,1.9620565851375906,5.089139463037582,Total (LFS)
2013,8,2.265679635920387,1.2680836931157045,3.736894005689248,Total (LFS)
2014,8,2.4969061771898255,1.4271976213288105,4.054819200203647,Total (LFS)
2015,8,1.9723835952304731,1.0502111954015856,3.3728360172657723,Total (LFS)
2016,8,0,0,0.5578890346970128,Total (LFS)
2000,9,1.8129051654200428,0.9367545535981209,3.166780484102628,Total (LFS)
2001,9,3.757019991854781,2.4313452457661127,5.54610264742627,Total (LFS)
2002,9,3.01160418644683,1.8131824515990405,4.702992991138847,Total (LFS)
2003,9,2.074764953070413,1.104724956550241,3.5479112572212,Total (LFS)
2004,9,2.6200901966050183,1.4976079319368565,4.254862330236324,Total (LFS)
2005,9,3.075289562790939,1.8515252083697624,4.8024455951471285,Total (LFS)
2006,9,2.7511830086937383,1.6026654868311045,4.404910508209304,Total (LFS)
2007,9,4.955385016897863,3.3433774618222136,7.074120236604382,Total (LFS)
2008,9,4.846280980686735,3.245630432229428,6.9600678878046836,Total (LFS)
2009,9,3.31044710898654,2.022107097168897,5.112717066459642,Total (LFS)
2010,9,4.039356799752253,2.5880921200036457,6.010242730630981,Total (LFS)
2011,9,2.840611512643384,1.623654917833807,4.612975131788565,Total (LFS)
2012,9,1.939464037928864,0.9681734598869186,3.4702368990618204,Total (LFS)
2013,9,2.959682164955274,1.724123928787834,4.738737855015025,Total (LFS)
2014,9,3.1814924213501583,1.9154662668647118,4.968294514367888,Total (LFS)
2015,9,1.144175980803996,0.46001808640161024,2.3574398182562066,Total (LFS)
2016,9,0,0,0.550767270322832,Total (LFS)
2000,10,3.08358837178825,1.8835358868637513,4.762352146204426,Total (LFS)
2001,10,2.6891358910003587,1.5937523575354855,4.249994064110193,Total (LFS)
2002,10,2.746540122373621,1.627773743137392,4.340717498135096,Total (LFS)
2003,10,2.4869822025336132,1.4215252123481035,4.038703287100483,Total (LFS)
2004,10,3.8421993363753306,2.4864688263662975,5.671844163089123,Total (LFS)
2005,10,3.8091894210528934,2.414699336877207,5.715654426167647,Total (LFS)
2006,10,2.9370757437280473,1.7109548553502787,4.702542784711762,Total (LFS)
2007,10,4.428326740925488,2.9425909595484265,6.400165104353234,Total (LFS)
2008,10,3.305701863471365,2.0462815551400806,5.053116448061661,Total (LFS)
2009,10,2.508730381728415,1.4041173505103286,4.13776924890048,Total (LFS)
2010,10,2.9998400085328782,1.777895308983442,4.741040522426801,Total (LFS)
2011,10,3.8430883726525833,2.4361883643055093,5.766519497797415,Total (LFS)
2012,10,2.664814324620575,1.491476348490794,4.395205976198916,Total (LFS)
2013,10,2.5585437451281066,1.4319975118645327,4.219928816449363,Total (LFS)
2014,10,3.156139480324101,1.8705282817099134,4.988061072618909,Total (LFS)
2015,10,1.9631291624473022,1.0143774849897864,3.42919157493296,Total (LFS)
2016,10,0,0,0.5953896474212822,Total (LFS)
2000,11,4.706945568881442,3.175756409513822,6.719457476639062,Total (LFS)
2001,11,3.850679876038914,2.4919569844908978,5.684363112570832,Total (LFS)
2002,11,2.297843397376782,1.2860855062429823,3.789943238900013,Total (LFS)
2003,11,2.4088549507991375,1.3768687375253719,3.911829524967925,Total (LFS)
2004,11,4.532503520504889,3.035488742597239,6.509431114321709,Total (LFS)
2005,11,3.7329663124135735,2.3663804244942126,5.601282338010854,Total (LFS)
2006,11,3.045189002059509,1.8334027045071577,4.755439840942663,Total (LFS)
2007,11,5.715809930267119,3.9345005547331815,8.027122257566397,Total (LFS)
2008,11,5.326523991148286,3.6665340264372874,7.480420064074741,Total (LFS)
2009,11,3.629482617252911,2.2745774329048256,5.495080300178874,Total (LFS)
2010,11,3.9896667630836133,2.556254775911466,5.936307894844553,Total (LFS)
2011,11,3.9383904454647793,2.5234010716830486,5.860012798743852,Total (LFS)
2012,11,3.2610840169380704,1.9919548381285856,5.036479774377761,Total (LFS)
2013,11,3.750723353789659,2.321756871696003,5.733379068631699,Total (LFS)
2014,11,2.0980905761840893,1.1171448684745435,3.587798783133107,Total (LFS)
2015,11,1.1602831753966925,0.4664940140195138,2.3906267951988105,Total (LFS)
2016,11,0,0,0.5995711445720598,Total (LFS)
2000,12,3.2102237984590927,1.9871791280537157,4.907168083487739,Total (LFS)
2001,12,3.8946451744567363,2.520409007508771,5.749264565977683,Total (LFS)
2002,12,3.064528238861589,1.8718934625038033,4.732915316768731,Total (LFS)
2003,12,4.283926402144411,2.8466379831056523,6.191466409927112,Total (LFS)
2004,12,3.6890077897088487,2.387331334554541,5.445703220434501,Total (LFS)
2005,12,4.408400282745673,2.9523748565442602,6.331198163458404,Total (LFS)
2006,12,7.15884225957962,5.241172277378973,9.548892357560204,Total (LFS)
2007,12,6.101997230632026,4.339116538671248,8.341631089806201,Total (LFS)
2008,12,4.797067503010574,3.2126713938537876,6.889389124648753,Total (LFS)
2009,12,4.262159331693417,2.832173922869762,6.160006932595197,Total (LFS)
2010,12,4.305355696896335,2.8124012816044304,6.308343627514704,Total (LFS)
2011,12,4.99901686001753,3.3728156831524663,7.13640740567816,Total (LFS)
2012,12,6.100878856332548,4.295581738108402,8.409257859734335,Total (LFS)
2013,12,4.226921431675197,2.73544068155377,6.239769869072015,Total (LFS)
2014,12,2.427824253270626,1.3273141112603528,4.073476561409314,Total (LFS)
2015,12,3.188304627404653,1.9195676599130658,4.978932617964855,Total (LFS)
2016,12,0,0,0.5750540082237335,Total (LFS)
2000,13,6.02089885682144,4.260746376796747,8.264154090528907,Total (LFS)
2001,13,6.265817368234445,4.496458723309954,8.500288772531713,Total (LFS)
2002,13,5.06228916716139,3.484646931827814,7.109336129737159,Total (LFS)
2003,13,6.093900919264954,4.353572159676805,8.2981634451235209,Total (LFS)
2004,13,6.024468610973802,4.283986111195699,8.23564691451941,Total (LFS)
2005,13,6.019391248686011,4.319619085354275,8.165983915854037,Total (LFS)
2006,13,5.014991786051332,3.452089590963568,7.042913021679854,Total (LFS)
2007,13,5.41902200587422,3.7745473804478222,7.536547799502854,Total (LFS)
2008,13,7.214260397160719,5.281745319195245,9.622812386977005,Total (LFS)
2009,13,5.9201041938338115,4.168299692811558,8.160083800183815,Total (LFS)
2010,13,5.496829398265139,3.849911732725102,7.609928875491651,Total (LFS)
2011,13,6.382791992787444,4.5599601780462224,8.691551092492094,Total (LFS)
2012,13,5.520721106553263,3.8002103851003826,7.753145015820929,Total (LFS)
2013,13,3.8219299153601773,2.4487826125576615,5.686728761416535,Total (LFS)
2014,13,4.016344777005553,2.5460180625580073,6.026489172429196,Total (LFS)
2015,13,2.887596076266508,1.6821311256711178,4.623321043935047,Total (LFS)
2016,13,0,0,0.6398494863368739,Total (LFS)
2000,14,6.294129513818842,4.475741374127332,8.604282245847546,Total (LFS)
2001,14,8.368874225476784,6.250275561352094,10.974665122857148,Total (LFS)
2002,14,8.810267737743501,6.655181567445778,11.440865484137579,Total (LFS)
2003,14,5.98509082375325,4.235406481411749,8.215004767480734,Total (LFS)
2004,14,6.1503912595055095,4.373529424013726,8.407787320390101,Total (LFS)
2005,14,7.52169394687842,5.56459058941362,9.94407829207172,Total (LFS)
2006,14,4.620700140409663,3.1395415638151265,6.558715013586165,Total (LFS)
2007,14,8.020091114525329,5.971484619240791,10.5449386740751,Total (LFS)
2008,14,8.09325877355062,6.062406191855657,10.586181742402912,Total (LFS)
2009,14,5.668612890425712,3.970226778734391,7.8477496377183495,Total (LFS)
2010,14,6.606786620129106,4.741144145332431,8.962852063691827,Total (LFS)
2011,14,8.748229324737638,6.533596094329673,11.472138864828565,Total (LFS)
2012,14,7.951035157109071,5.842121567447744,10.573191197129331,Total (LFS)
2013,14,5.740654130653911,3.9755698670654067,8.021988747507983,Total (LFS)
2014,14,4.616298079142451,3.0916072736219844,6.629774078147016,Total (LFS)
2015,14,4.652942210457746,3.0663182357016425,6.7697866272996885,Total (LFS)
2016,14,0,0,0.624978517946726,Total (LFS)
2000,15,5.007438469080682,3.4023114948402147,7.10765920072378,Total (LFS)
2001,15,9.41573726846215,7.149764067639047,12.172023855045467,Total (LFS)
2002,15,7.93783090832599,5.891611099859796,10.465040469338032,Total (LFS)
2003,15,6.934616027158477,5.038702621307607,9.309398340153594,Total (LFS)
2004,15,5.16801708029645,3.534919857182585,7.295698123108703,Total (LFS)
2005,15,8.883666055200296,6.7284019162106246,11.509819786723876,Total (LFS)
2006,15,6.378616447718126,4.597145680382368,8.622036415595817,Total (LFS)
2007,15,9.613692264231592,7.419644726628638,12.253439973713439,Total (LFS)
2008,15,9.483914316852754,7.219594993247685,12.233558487231399,Total (LFS)
2009,15,6.4959139117126075,4.661579975546097,8.812440715395777,Total (LFS)
2010,15,8.80848004957916,6.653831167018251,11.43854402235859,Total (LFS)
2011,15,7.532644019541832,5.572691513451017,9.958554868842569,Total (LFS)
2012,15,7.976035082283539,5.956884499413491,10.45950885123205,Total (LFS)
2013,15,7.590476052048056,5.577196298926796,10.093724023315191,Total (LFS)
2014,15,9.331778036993835,7.04912484296454,12.11808998626645,Total (LFS)
2015,15,5.225593947750803,3.550537558390425,7.417313488985589,Total (LFS)
2016,15,0,0,0.6405138610259904,Total (LFS)
2000,16,8.28161548966319,6.126784730193271,10.94873487217889,Total (LFS)
2001,16,10.97387581389579,8.53833040540437,13.888142185653372,Total (LFS)
2002,16,10.916697570553172,8.477242819882907,13.839515420000597,Total (LFS)
2003,16,9.99437413455974,7.662629340286287,12.812336584043218,Total (LFS)
2004,16,9.69107021718765,7.446884443292203,12.399088622051414,Total (LFS)
2005,16,7.136440994819875,5.224771736121077,9.519012209610613,Total (LFS)
2006,16,13.781460490275457,11.053134306768547,16.979144773060735,Total (LFS)
2007,16,7.893941176733427,5.913103634393972,10.325469418306533,Total (LFS)
2008,16,10.249784133334161,7.927182306176782,13.040238547032036,Total (LFS)
2009,16,11.45259722941278,8.977008036036324,14.399921586260266,Total (LFS)
2010,16,5.939848096200529,4.203390034684984,8.152905589125014,Total (LFS)
2011,16,8.282026439978747,6.203806127505309,10.833094497797333,Total (LFS)
2012,16,8.77825500830799,6.630999495662633,11.399294292188129,Total (LFS)
2013,16,7.5725718226213665,5.564040944584202,10.069915193744567,Total (LFS)
2014,16,6.685549266790921,4.797665580420681,9.06970248747029,Total (LFS)
2015,16,7.5761361383305745,5.566659869701057,10.074654978028716,Total (LFS)
2016,16,0,0,0.6123892017620146,Total (LFS)
2000,17,9.309710366447128,7.013347919353953,12.117867699868372,Total (LFS)
2001,17,10.818705541881913,8.331721551239324,13.815245450883918,Total (LFS)
2002,17,9.040014980596252,6.82873016566315,11.739211389060445,Total (LFS)
2003,17,11.41024157570615,8.911493336177701,14.392467168572757,Total (LFS)
2004,17,11.175365088159465,8.72805285074104,14.096202438921217,Total (LFS)
2005,17,14.9202161075512,12.071345813439216,18.239190479889984,Total (LFS)
2006,17,12.338351971012681,9.768389448303067,15.377267939756937,Total (LFS)
2007,17,10.014113641413367,7.712087746517035,12.78779955638806,Total (LFS)
2008,17,11.26666209910095,8.846753030707896,14.144262528740894,Total (LFS)
2009,17,16.4140558529662,13.477647812440019,19.800236660181636,Total (LFS)
2010,17,9.205560158335635,7.007698910887594,11.874501903144367,Total (LFS)
2011,17,9.57824810752356,7.343587901463399,12.278881797581686,Total (LFS)
2012,17,11.735060395915564,9.214546438859701,14.7322936971461,Total (LFS)
2013,17,10.608987060156077,8.238293568242689,13.44941902628681,Total (LFS)
2014,17,9.644741481400668,7.37746301573398,12.389073917430904,Total (LFS)
2015,17,8.872198401713787,6.683754032242936,11.548385739950923,Total (LFS)
2016,17,0,0,0.6003830360801365,Total (LFS)
2000,18,15.068300971126018,12.069091370335483,18.58669357874292,Total (LFS)
2001,18,14.927601134497685,11.956396569022944,18.413140850070914,Total (LFS)
2002,18,15.968754470419546,12.934742389889523,19.500582360402895,Total (LFS)
2003,18,15.75331893787623,12.803520286646021,19.17910055759675,Total (LFS)
2004,18,14.546912175442225,11.697435238942075,17.88062477208325,Total (LFS)
2005,18,17.402093085084957,14.275274253568428,21.010241500817553,Total (LFS)
2006,18,14.4900057497576,11.709399604930026,17.732097324872445,Total (LFS)
2007,18,11.896543897464314,9.373123496527866,14.890298675778732,Total (LFS)
2008,18,14.585365408982762,11.814192808654356,17.81122754071421,Total (LFS)
2009,18,13.073526702678292,10.48535070791614,16.106950546778606,Total (LFS)
2010,18,13.09102676305977,10.513169446771853,16.10963490652513,Total (LFS)
2011,18,11.15559766496531,8.744207787905978,14.026489223842653,Total (LFS)
2012,18,13.468137142367393,10.801839819633608,16.593121645202476,Total (LFS)
2013,18,13.004614287840687,10.358102689104031,16.12117602407672,Total (LFS)
2014,18,11.41438274770774,8.947053982603094,14.351872612827508,Total (LFS)
2015,18,9.217411075026654,7.033855696822033,11.86463516052787,Total (LFS)
2016,18,0,0,0.5726233111583598,Total (LFS)
2000,19,14.181379848259235,11.278872246158375,17.602831630023044,Total (LFS)
2001,19,14.734980844524902,11.753197796030332,18.242908925519533,Total (LFS)
2002,19,17.488632388947185,14.244778308734782,21.250273706764208,Total (LFS)
2003,19,16.623860226583215,13.525836180322857,20.21906819812755,Total (LFS)
2004,19,18.65532422953511,15.401883418993446,22.392891448551953,Total (LFS)
2005,19,17.486311496781425,14.398174793256901,21.04057656305539,Total (LFS)
2006,19,17.104398027188147,14.04449057071881,20.632994788248364,Total (LFS)
2007,19,15.263460936874255,12.43233961548757,18.54648867947344,Total (LFS)
2008,19,15.178413320099345,12.376182122178417,18.425558157806204,Total (LFS)
2009,19,15.252404870601287,12.436513389037634,18.51537885172251,Total (LFS)
2010,19,15.326833782677173,12.535831556677632,18.55406677373591,Total (LFS)
2011,19,15.300845518838429,12.501899557324538,18.539535324356642,Total (LFS)
2012,19,14.049102368104611,11.339438809852101,17.21109955002578,Total (LFS)
2013,19,12.763701833918713,10.195191688997312,15.782514977663364,Total (LFS)
2014,19,9.380593367920488,7.192047145980579,12.025497341773788,Total (LFS)
2015,19,9.722102196269182,7.470730268065711,12.438792003631203,Total (LFS)
2016,19,0,0,0.5687729666147475,Total (LFS)
2000,20,17.965918990654334,14.709022411098449,21.7292614868234,Total (LFS)
2001,20,14.10652584481494,11.26779181502768,17.44293766224977,Total (LFS)
2002,20,21.74340708835071,18.112838776427523,25.8882962776735,Total (LFS)
2003,20,16.472506198417282,13.3580928530096,20.095060614138138,Total (LFS)
2004,20,18.504453941609597,15.2773245232365,22.211794516718463,Total (LFS)
2005,20,18.733608092918697,15.532022859051253,22.40080326110782,Total (LFS)
2006,20,20.014025095448567,16.733683582930755,23.749461507830155,Total (LFS)
2007,20,16.911005067152065,13.898789493714599,20.3823343070215,Total (LFS)
2008,20,16.284892997794817,13.371591668361859,19.64442781421405,Total (LFS)
2009,20,14.946080880943143,12.147437027057748,18.196317188016483,Total (LFS)
2010,20,19.106041446983653,15.974520396144195,22.672010939735255,Total (LFS)
2011,20,15.20310931739447,12.47140524715381,18.355320636432964,Total (LFS)
2012,20,17.767033415129646,14.754447417807214,21.213862633404506,Total (LFS)
2013,20,14.383944552118074,11.664410054263406,17.54719252574857,Total (LFS)
2014,20,10.09478708164159,7.838997164941758,12.79754802907143,Total (LFS)
2015,20,11.290827632719916,8.880952178294436,14.153150208478772,Total (LFS)
2016,20,0,0,0.5574674906968247,Total (LFS)
2000,21,20.143033050338314,16.630139628185592,24.178660579198127,Total (LFS)
2001,21,20.653316452465468,17.164925209930608,24.642331543346625,Total (LFS)
2002,21,17.20916917771611,14.061138272386476,20.851788842667712,Total (LFS)
2003,21,17.98807506143175,14.770081366446762,21.69897229959142,Total (LFS)
2004,21,19.98018631523739,16.56556009056664,23.89140525135112,Total (LFS)
2005,21,22.40203874440545,18.857090415632634,26.419777384625142,Total (LFS)
2006,21,23.65604116151162,20.089517389813672,27.673214543173856,Total (LFS)
2007,21,21.821706126331126,18.41448770251943,25.676594520822544,Total (LFS)
2008,21,22.17614848906002,18.72495690245778,26.0791240680057,Total (LFS)
2009,21,20.96636994261205,17.63729546306479,24.741138773522923,Total (LFS)
2010,21,18.878389512396076,15.761381359827446,22.43141899731321,Total (LFS)
2011,21,20.61442275380449,17.406276740276088,24.242536473454802,Total (LFS)
2012,21,20.327754342499468,17.19487277919366,23.86631628552686,Total (LFS)
2013,21,16.566864289062046,13.701248141775496,19.854952034348138,Total (LFS)
2014,21,12.624741049345522,10.12541149068019,15.554034069937373,Total (LFS)
2015,21,10.967903009101915,8.641460098689997,13.727966126978242,Total (LFS)
2016,21,0,0,0.5388757673444251,Total (LFS)
2000,22,18.468445853385642,15.074544088451015,22.398361767633087,Total (LFS)
2001,22,18.570581104433725,15.233807624046099,22.4210037210456,Total (LFS)
2002,22,23.48764342242127,19.844270840627033,27.606220338501412,Total (LFS)
2003,22,20.88401377692284,17.423032422921516,24.831160648134396,Total (LFS)
2004,22,22.436138887888088,18.836618142451236,26.523185323829377,Total (LFS)
2005,22,24.337198865917536,20.679201050406398,28.45583155872469,Total (LFS)
2006,22,26.27376955089057,22.45093002644189,30.560940102110887,Total (LFS)
2007,22,19.928199435515296,16.708496445025094,23.587435858446756,Total (LFS)
2008,22,20.55108986364862,17.299039793661358,24.23686635863074,Total (LFS)
2009,22,26.631710081285895,22.88313423011517,30.81919538232588,Total (LFS)
2010,22,26.887044058613757,23.161748180205475,31.040995639082613,Total (LFS)
2011,22,28.469277747429818,24.63237643025332,32.73442901867941,Total (LFS)
2012,22,21.674199033470558,18.39638224893989,25.367609444994443,Total (LFS)
2013,22,16.477852076772706,13.627632617018055,19.74827323414556,Total (LFS)
2014,22,13.464020270512219,10.880298901119692,16.476550937515814,Total (LFS)
2015,22,13.251998020659018,10.708963341179768,16.217089400069682,Total (LFS)
2016,22,0,0,0.5243401050297836,Total (LFS)
2000,23,23.17484515401314,19.334218164552993,27.554966643951825,Total (LFS)
2001,23,21.802642480268606,18.148327575546197,25.97686424749184,Total (LFS)
2002,23,22.401773277210996,18.756536627600767,26.548633547244766,Total (LFS)
2003,23,28.435231571413965,24.411241034343664,32.93318424395828,Total (LFS)
2004,23,25.750086216806533,22.003442738149978,29.951805772359805,Total (LFS)
2005,23,31.922085075486343,27.691620357007366,36.616076714636186,Total (LFS)
2006,23,29.628285943192296,25.6253804793463,34.07917596738616,Total (LFS)
2007,23,27.73548695910209,23.89263628986728,32.02051991540898,Total (LFS)
2008,23,28.984079045380373,25.106137187654134,33.291400375264104,Total (LFS)
2009,23,30.432660560994517,26.473705034037735,34.8166566830036,Total (LFS)
2010,23,29.404665247635556,25.479895167130493,33.762853592396574,Total (LFS)
2011,23,31.72227785870357,27.695091764964456,36.17042742974183,Total (LFS)
2012,23,30.569995336298387,26.620044681865398,34.940881545990834,Total (LFS)
2013,23,22.06895048517634,18.801377627693157,25.741173002368665,Total (LFS)
2014,23,17.49388715507997,14.62660164022563,20.758962658959554,Total (LFS)
2015,23,11.487525094772082,9.162899908070537,14.222337734589992,Total (LFS)
2016,23,0,0,0.5093828732002462,Total (LFS)
2000,24,20.58114287086362,17.06381279837318,24.610001984254097,Total (LFS)
2001,24,26.513682127642916,22.427435092505352,31.129061916557994,Total (LFS)
2002,24,28.666110613195734,24.471136684044772,33.37387517474984,Total (LFS)
2003,24,27.45934805046705,23.486646027981866,31.91155406612742,Total (LFS)
2004,24,26.350136296465227,22.548633544798882,30.609049685030413,Total (LFS)
2005,24,27.579632441441994,23.738449227405408,31.865349532519836,Total (LFS)
2006,24,33.06563080882704,28.858784573759635,37.713265254109054,Total (LFS)
2007,24,31.249772894092338,27.2119881467935,35.71785343830573,Total (LFS)
2008,24,28.726716995874842,24.8832090445289,32.995791775174645,Total (LFS)
2009,24,28.848258162067523,25.01608482563463,33.10141167119175,Total (LFS)
2010,24,27.673609542312384,23.934789043088884,31.830859572958037,Total (LFS)
2011,24,34.42057765254447,30.261479011644287,38.99161794660799,Total (LFS)
2012,24,30.019021269237424,26.157555448000466,34.289984502794496,Total (LFS)
2013,24,22.975969350610526,19.613685791346825,26.74925606312207,Total (LFS)
2014,24,18.60513474358431,15.609771429293362,22.007791541878333,Total (LFS)
2015,24,13.448090371167293,10.965310544593274,16.325064156558017,Total (LFS)
2016,24,0,0,0.4885091910153133,Total (LFS)
2000,25,26.442389709645504,22.443473363093037,30.94832772877878,Total (LFS)
2001,25,24.293590627153687,20.44931893044812,28.650573439567122,Total (LFS)
2002,25,31.838204035854158,27.30810734379547,36.905088049608366,Total (LFS)
2003,25,41.016563135824185,35.86492329233343,46.700440306506415,Total (LFS)
2004,25,32.860796218795016,28.388062978997667,37.838203532936944,Total (LFS)
2005,25,38.08102470333032,33.47962783874285,43.13817104512866,Total (LFS)
2006,25,33.919837184781514,29.5072382065548,38.80618073595481,Total (LFS)
2007,25,34.285001870091016,29.794132400108463,39.261666654232044,Total (LFS)
2008,25,34.95908407199731,30.568257619745225,39.803545057350746,Total (LFS)
2009,25,33.590064475088354,29.353192132541217,38.26670570657263,Total (LFS)
2010,25,28.584863457253483,24.760334883317633,32.83285739518286,Total (LFS)
2011,25,34.5450870722537,30.320999036700822,39.193008173896054,Total (LFS)
2012,25,38.51282518490297,34.125861479553286,43.30734207370632,Total (LFS)
2013,25,24.32006917708566,20.8114417887025,28.250867373488767,Total (LFS)
2014,25,24.35837139009702,20.719343830309324,28.452561679846962,Total (LFS)
2015,25,16.31743602439738,13.483413115478703,19.571210202096644,Total (LFS)
2016,25,0,0,0.5437601089197756,Total (LFS)
2000,26,23.70365779974282,20.096545966773032,27.771295970902234,Total (LFS)
2001,26,25.918738275820733,22.058223657117118,30.26050736354223,Total (LFS)
